season,pos,trb_percent,ast_percent,usg_percent
2010,PG,6.1,22.1,22.4
2010,PG,4.8,32.2,21.6
2010,PG,5.5,37.7,23.6
2010,PG,4.2,26.9,19.5
2010,PG,7.5,43.7,20.2
2010,PG,5.7,30.3,27.2
2010,SG,7.3,23.1,26.7
2010,SG,7.6,6.9,14.8
2010,SG,5.4,12.9,19.9
2010,SG,5.7,11.6,18.1
2010,SG,4.8,15,22.7
2010,PF,15.1,11.1,22.7
2010,SG,9.5,8.9,10.9
2010,PG,6.9,23.3,19.9
2010,PF,9.2,6.3,16.8
2010,SF,16.3,4.8,15.4
2010,PF,16.6,4.3,14.9
2010,PF,13.5,11.8,21.2
2010,PF,14.3,19,22.2
2010,SG,6.5,15,26.9
2010,C,9.7,7.9,19.5
2010,C,14.6,6.2,25.1
2010,SG,6.6,13.4,21.9
2010,SG,5.9,8.9,10.7
2010,SG,6.1,10,10.2
2010,SF,6.8,7.2,18.6
2010,PF,14.5,4.8,27.3
2010,PG,6.8,24.7,26.4
2010,PG,4,29.9,18.4
2010,PG,4.1,30.3,17.4
2010,PG,3.1,27.1,26.4
2010,SG,5.4,9.6,20.3
2010,SG,6.8,8.9,20.1
2010,SG,4.3,9.5,20
2010,SG,3.2,18.8,23
2010,C,16.1,1.7,10.7
2010,C,11.4,0.5,13.4
2010,PF,15.7,6.5,8.1
2010,C,15.8,6.7,11.3
2010,SF,8.2,8,21.1
2010,C,15.9,7.8,22.1
2010,PF,15,7.8,19.6
2010,C,16.9,7.8,25.1
2010,C,15.5,8.3,19.6
2010,SF,8.2,7.1,19
2010,SF,7.9,7.2,18.9
2010,SF,8.7,7.1,19.1
2010,SG,6.6,10.3,25.3
2010,PG,6.5,25.4,16
2010,PF,12.5,8.6,16.6
2010,PF,12.5,8.6,16.6
2010,C,12.2,13.8,11.3
2010,SF,8.9,19.5,18.1
2010,SG,11.6,8.8,14.4
2010,PG,5.1,24.1,18.6
2010,PF,15.9,6.1,13.1
2010,PF,12,5.2,23.9
2010,SG,7.8,36.4,34.9
2010,SF,6.5,8.3,16.6
2010,SG,6.4,8,16.7
2010,C,18.3,8,10
2010,SF,14.7,9,20.3
2010,C,11.2,7.3,20.2
2010,PF,11.4,5.6,21.8
2010,PF,11.8,5.8,22.6
2010,PF,10.6,5.2,20.2
2010,PG,5.3,14.3,16
2010,PG,5.6,25.6,14.7
2010,SG,7.2,11.1,12.4
2010,SF,8.3,5,18.2
2010,SG,8.3,11.6,18.4
2010,PG,8.2,38.6,25.7
2010,PF,12,13.7,24
2010,SG,6.7,20,18.3
2010,PF,16.1,4.9,18.9
2010,SF,8.8,12.5,14.1
2010,PG,3.9,10.1,13.5
2010,PG,6.4,44.5,23.8
2010,PG,4.3,26.9,14.5
2010,PG,6.7,6.8,15.3
2010,PG,5.8,22.9,21.1
2010,PG,5.2,25,22
2010,SF,9.8,5.6,15.5
2010,PG,6.2,26.7,18.5
2010,SF,7.8,12.7,18.6
2010,SF,11.4,22.4,21.8
2010,SF,8.1,7.4,16.1
2010,SF,9.2,9.8,15.8
2010,SF,9.7,7,15.4
2010,SG,4.1,5.7,21.4
2010,SF,8.9,6.2,22.1
2010,PF,9.6,7.5,21.5
2009,SG,6.4,5.5,14.5
2009,PF,12.5,9.3,23.7
2009,SF,9.5,9.5,20.9
2009,SG,5.9,12.6,20.8
2009,SG,7.1,12,21.5
2009,PG,5.3,27,19.9
2009,PG,5.3,25.9,19.2
2009,PG,5.5,28.9,21.2
2009,PF,15.1,3.7,15.1
2009,C,17.6,3.2,13.4
2009,PF,14.1,6.4,18.6
2009,SF,11.5,18.1,31.5
2009,C,11.2,3.7,8
2009,PG,8.4,47.8,22.4
2009,SF,10,10.4,16.6
2009,C,10.8,4.4,16.3
2009,SF,8.5,16.2,24.5
2009,PF,14.5,5,16.3
2009,PG,3.4,20.9,15.4
2009,PG,3.5,15.5,15.5
2009,PG,4.3,22.6,20.8
2009,SF,8.5,7.6,18.7
2009,PF,15.1,6.9,14.9
2009,SG,6.2,14.9,24.2
2009,SG,6.4,26.4,20.2
2009,PF,10,6.4,22.7
2009,PF,11.8,14.2,18.3
2009,SG,6.4,13.7,12.4
2009,C,13.4,4.3,20
2009,SG,8.2,10,9.9
2009,PF,13,4.2,15.6
2009,SF,9.4,7.8,14
2009,PG,5.4,18.2,20.9
2009,PF,13.1,7.7,27.7
2009,SG,4.4,15.3,19.3
2009,SG,4.4,13.3,16
2009,SG,6.4,10.1,16.3
2009,SG,5.2,5.5,12.6
2009,SG,6.9,12.2,18
2009,PG,6,24.2,20.6
2009,C,20.2,10,16.9
2009,PG,5,28.9,21.7
2009,PG,8.5,33,20
2009,PG,4.9,28.8,21.8
2009,PG,4.9,25.1,17
2009,C,13,11.8,21.9
2009,SG,9.1,7.7,14
2009,SG,7.9,5.9,12
2009,SG,11.1,10.5,17.2
2009,C,19.4,10.7,17.8
2009,PF,11.9,6.8,14.6
2009,C,15.4,5,13.3
2009,PF,19.2,11.4,24.4
2009,C,15.5,11.6,26.9
2009,SF,5.7,3.7,7.2
2009,PF,16.5,6.9,23.8
2009,SF,9.3,12.9,16.3
2009,SF,6.9,10.9,18.8
2009,PG,4.6,20.2,22.9
2009,PG,3.3,20.9,21.3
2009,SG,3.1,21.1,20.5
2009,PG,3.7,20.5,23.4
2009,SG,8.3,10.2,22.8
2009,PG,6.5,19.8,11.8
2009,PG,7.1,20.6,11.6
2009,PG,2.1,13.1,14
2009,C,17.2,4.9,13
2009,SG,8.2,23.8,32.2
2009,SF,9.1,9.9,11.1
2009,SG,9.4,19.7,25.9
2009,SF,6.3,4.8,16.8
2009,C,15.6,7.7,20.7
2009,PG,5.5,35.3,27.9
2009,PG,4.9,41,16.9
2009,C,20.7,10.8,15.8
2009,PF,9.1,12.3,11.5
2009,SG,6.1,3.6,18.6
2009,SG,7.2,8.4,17.1
2009,PG,6.7,29.9,14.3
2009,SG,8.3,23.7,26.8
2009,PG,5.2,23.5,16.3
2009,C,16.4,2.4,13.7
2009,SF,8.9,9.9,20.5
2009,C,9.7,3.7,10.1
2009,PG,6.9,19.8,16.6
2009,PG,7,19.9,16.4
2009,C,15.4,5.8,13.5
2009,PG,6.8,23.7,17.9
2009,SF,6.2,6.2,18.2
2009,PG,4.2,18.1,22.8
2009,SG,2.4,20,23.9
2009,PG,4.6,17.8,22.6
2009,SG,8.3,19.8,15.8
2009,PG,8.3,19.7,15.5
2009,C,20.6,1.4,13.6
2009,C,17.7,6.1,10.4
2009,PG,4.5,26.9,15.9
2009,PG,4.5,23.4,11.5
2009,PG,4.5,28.3,17.7
2009,SF,8,10.7,21.5
2009,PG,6.1,38.1,25.2
2009,C,11.2,6.5,17.1
2009,SG,4.4,16.4,17.4
2009,SF,10.1,9,20
2009,SF,5.8,4.7,13.3
2009,PF,9.6,21.2,19.7
2009,PF,9.1,12.1,15.5
2009,PF,9.7,23.4,20.8
2009,PG,6.6,23.9,12.5
2009,PF,16,4.1,23.8
2009,C,15.8,4.6,10.8
2009,C,15,3.9,8.3
2009,C,16.4,5.2,12.7
2009,PG,4.8,22.7,19.1
2009,PG,4.5,21.3,17.4
2009,SG,5.1,14.8,18.7
2009,PG,8.3,20.8,19.7
2009,SF,10.5,7.1,14.6
2009,SF,8.6,7.3,12.9
2009,SF,11.7,7,15.6
2009,PG,4.6,27.9,14.9
2009,C,18.9,19.3,28.5
2009,SG,7.6,14.2,26.3
2009,SF,9.6,13.5,28.3
2009,SG,6.6,17.5,25.8
2009,C,13.8,4.8,10.8
2009,C,10.4,7.6,17.3
2009,SF,7.7,4.6,14.2
2009,PF,19,3.3,13
2009,PG,5.5,18.6,19.6
2009,SG,6.6,5.4,16.9
2009,PG,6.2,31.1,21.9
2009,SG,6.4,12.7,18.4
2009,SF,6.9,7.7,16.1
2009,PG,4.4,14.9,14.7
2009,PG,6.3,27.6,23.5
2009,C,15.3,9.9,12
2009,SG,5,20.5,22.6
2009,C,16,6.5,15
2009,SG,7.3,5.5,16
2009,SF,6.4,12.6,19.4
2009,PF,16.6,14.7,23.4
2009,C,14.7,9.7,18.3
2009,C,14.7,14.8,20.4
2009,SF,9.1,8.7,25.6
2009,SF,6.3,3,10.9
2009,PG,5.1,11.3,16.5
2009,SG,10,23.1,27.2
2009,SF,8.8,8.7,20.4
2009,PF,16.6,6.3,23.5
2009,PF,16.6,7.7,21.9
2009,PF,29.2,13.8,22.2
2009,PF,15.5,1.7,28.2
2009,SG,5.4,15.9,25
2009,SG,4.3,13.6,20.7
2009,PF,20.3,2.9,13.5
2009,SF,11.1,5,18.7
2009,SG,7.7,7.3,20.9
2009,SF,7.7,13.1,29.6
2009,C,17.6,9.6,14.5
2009,SF,6.9,6.4,17.8
2009,PF,10.4,9.1,21.2
2009,SG,4.1,14.4,18.9
2009,SG,5.4,23.9,27
2009,PF,9.8,6.8,25.7
2009,PF,9.2,8.9,20.9
2009,PF,9.8,6.6,26
2009,PG,5.5,34.4,28.4
2009,PF,14.4,5.3,14.7
2009,SF,7.9,7.1,9.9
2009,C,14.2,11.3,20.2
2009,C,17,7,7.9
2009,SF,8.7,4.9,16.6
2009,C,14.8,7.3,17.7
2009,PG,6.2,18.1,16.8
2009,PG,4.9,17.4,17.9
2009,SG,8.5,19.5,14.8
2009,C,13.3,7.9,23.3
2009,C,13.8,7.1,18.1
2009,PG,7.4,16.6,19.5
2009,SF,9.7,11,17.5
2009,SG,5.3,22.7,18.1
2009,C,16.3,11.9,16.4
2009,PG,6.5,10.3,20.1
2009,C,21.8,7.3,26.1
2009,SF,9.1,8.6,26.7
2009,SF,6,12.6,20.6
2009,SF,6.8,11.9,21.4
2009,SG,5.2,13.3,19.7
2009,SF,8.6,22.4,22.3
2009,C,16.5,6.4,23.8
2009,SG,4.9,23.1,25.7
2009,SG,3.8,25.9,22.1
2009,PG,5,23,25.9
2009,SG,5.3,7.4,13.2
2009,SG,5.6,18.6,18.5
2009,PG,7.9,15.5,18
2009,SF,7.1,25.6,25.2
2009,SF,11.9,38,33.8
2009,PG,4.7,19.1,17.8
2009,PG,4.7,19.2,17.8
2009,PF,13.7,9.1,25.9
2009,C,17.5,8.8,28.9
2009,SG,8.8,18.2,18
2009,SF,7.5,11.7,24.6
2009,SF,9.7,8.7,12.5
2009,PF,13.7,7,20.5
2009,PF,15.1,3.4,11.1
2009,PG,5.6,21.2,15.5
2009,SG,6.5,26.4,26.6
2009,SG,6.8,8.2,14.7
2009,SF,4.9,19.1,12.8
2009,SF,5.9,4.7,13
2009,C,17.8,2.3,13.9
2009,C,15.5,8.8,20.9
2009,SG,5.2,9.1,17.4
2009,PG,9.9,34.7,13.5
2009,PF,10.4,14.7,20.3
2009,SF,10.4,5.7,20
2009,PG,5.6,28.1,13.5
2009,SF,8.2,11.1,16.9
2009,C,12.8,4.3,18.9
2009,PF,13.6,4.6,18.1
2009,SG,5.2,7.6,15.5
2009,C,18.4,10.1,19.2
2009,PF,8.9,12.5,22
2009,PG,7,13.9,14.2
2009,PG,7.9,13.8,14.1
2009,C,15.8,6.2,20.3
2009,C,21,6.8,21
2009,PG,6.8,26.4,18.1
2009,PG,6.4,26.9,18.4
2009,PG,7.5,25.7,17.5
2009,PG,5.3,18.8,16.8
2009,PF,9.7,9.2,25.2
2009,C,18.7,4.6,12.5
2009,PG,4.1,26.6,17.3
2009,SF,14.2,9.3,18.1
2009,SF,14.4,8.2,16.7
2009,SF,13.8,10.9,20.2
2009,C,13.5,2.6,12.6
2009,PF,10.9,10,17.7
2009,SG,5.5,12.3,27.4
2009,SG,8.5,6.7,15.7
2009,SG,6,11.1,18.9
2009,C,13.7,2.8,14.7
2009,SG,6.1,15.5,24.5
2009,PF,14.2,5.6,20.8
2009,PF,13.6,6.3,14.3
2009,SG,5.8,10.7,25.1
2009,SG,5.8,8.5,26.4
2009,SG,5.9,13.7,23.3
2009,PF,19.3,7.3,15.7
2009,C,15.1,3.4,20.7
2009,SG,7.6,25.2,24.5
2009,SF,12.1,13.8,10.1
2009,PF,23.5,3.3,23.4
2009,PF,23,3.6,23
2009,SG,6.1,10.4,18.4
2009,C,15.7,5.6,16.3
2009,PG,7.4,30.2,21.8
2009,C,15,17.9,18.4
2009,C,14.8,17.8,17.9
2009,C,15.4,18,19.4
2009,SF,12,21.6,14.5
2009,PF,17,9.8,20
2009,C,17.1,10,26.2
2009,SG,4.6,5.8,21.5
2009,SF,10.4,7,12.4
2009,SF,10.6,7.7,12.6
2009,SF,10.1,5.5,12
2009,C,12.7,6.6,10.6
2009,PF,11.9,5.6,10
2009,C,14.1,8.3,11.7
2009,SF,6.9,9.4,17.5
2009,SF,6.7,9.4,17.6
2009,SG,7.1,8.2,17.7
2009,PF,19.1,10.4,16.9
2009,SG,5,14,24.3
2009,PG,5.2,42.4,21.1
2009,PG,7.6,11.3,18.8
2009,PG,6.2,32.1,23.2
2009,C,10.9,14.3,18.5
2009,C,17.9,8.1,12.3
2009,PF,10.5,8.3,20.1
2009,PF,9.9,7.4,20.1
2009,SF,11.4,9.9,20
2009,PF,6.2,5.8,16.8
2009,PF,12.8,12.1,30.3
2009,C,12.5,12.9,11.3
2009,C,20,3.9,19.3
2009,PF,15.5,12.8,18.1
2009,C,19,3.5,18.9
2009,C,13.8,8.1,21.7
2009,PG,5.2,20.2,12
2009,C,12.6,10.3,23.2
2009,C,13.9,9.3,23.5
2009,C,10.7,11.7,22.7
2009,C,16.4,8.9,24.2
2009,SF,9.1,6.3,22
2009,C,17.4,6,16.3
2009,SG,7.1,15.7,16.3
2009,PG,5.4,40.1,31.7
2009,PG,8.7,54.5,27.5
2009,SF,7.2,10.5,15.5
2009,C,16.7,6.5,14.8
2009,C,16,2.8,17.4
2009,SF,9.2,16.3,25.4
2009,SG,7.5,8,18.4
2009,SG,10.2,6,15
2009,PF,17.1,6,20.2
2009,PG,5.6,21.3,17.2
2009,SF,9.2,13.8,19.2
2009,C,22.8,2,10.2
2009,PG,4.7,21.5,17
2009,SF,9.1,8.9,18.6
2009,SF,8.6,6.9,15.6
2009,SF,9.6,11.2,22.2
2009,PF,17.5,6.8,21.7
2009,PF,16.3,11.5,28.1
2009,C,19.3,6.6,27.1
2009,PF,15.5,12.9,28.4
2009,C,13.2,2.2,7.4
2009,SG,5.3,13.2,25
2009,SG,5.5,10.3,16.4
2009,SG,7.8,9.8,21.5
2009,SG,7.3,14.1,25.8
2009,SG,7.9,8.7,20.4
2009,SG,9.2,9.4,18.2
2009,PG,6.3,28.2,18
2009,PG,7.2,22.9,25.6
2009,PG,6.6,35.6,18.5
2009,PG,9.6,39.7,19.2
2009,PG,6.1,28.8,22.6
2009,PF,11.6,11.5,17.7
2009,PF,12.1,13,18.1
2009,SF,6.6,6.3,12.6
2009,SG,7.9,25.4,27.4
2009,SG,7.1,5.4,16.4
2009,SF,6.5,14.5,21.3
2009,SF,6.5,17.3,21.9
2009,SF,6.6,8.8,20.2
2009,C,6,5.3,12.4
2009,PF,16.9,8.6,19.3
2009,SF,9.6,11.4,13.8
2009,SF,9.6,13.1,14
2009,SG,9.5,9.8,13.7
2009,PG,7.3,34.6,22.4
2009,SF,9.5,8.5,14.3
2009,PF,16.2,2.9,15.1
2009,PF,13.9,5.1,14.5
2009,PF,11.4,9.7,22.5
2009,C,13.9,6,16.2
2009,C,13.6,5.9,16.4
2009,C,14.5,6.2,15.8
2009,PF,12.1,12.1,22.6
2009,SG,7.7,17.3,24.2
2009,PG,5.3,30,20.2
2009,PG,4.6,36.1,20.4
2009,PG,7.3,10,19.6
2009,C,8.8,10.3,17.1
2009,C,13.9,4.2,21.9
2009,SG,6,10.7,20.4
2009,SG,5,16.3,14.9
2009,SF,7.6,6,18.8
2009,PF,12.9,8.3,24.2
2009,PG,6.5,26.1,23
2009,C,14.9,4,11.1
2009,SF,9,8.3,15.4
2009,PG,6.5,22.9,22.2
2009,PG,3.5,26.1,19.6
2009,SG,4.1,17.6,25.5
2009,PF,17.2,7.2,12.6
2009,PF,9,8.6,19.9
2009,PF,12.1,7.7,24.6
2009,PF,8,9.3,18.8
2009,PF,9.5,7.4,19.1
2009,PF,13.4,5.5,19.4
2009,PF,15.4,6.8,19.3
2009,SF,8,6.9,22.6
2009,C,11.6,13.9,12.4
2009,SF,8.2,22.5,23
2009,SF,10.8,7.9,16.2
2009,PG,5.7,24.7,18.2
2009,PG,4.9,27.2,21.3
2009,PF,15,5.4,14.2
2009,PF,14.7,12.4,28.5
2009,SG,5.9,12.2,16
2009,SG,7.8,40.3,36.2
2009,SG,5.4,10.3,23.6
2009,PF,16.4,4.7,7.8
2009,SF,12.8,12.4,20.5
2009,C,13.7,7.1,18.5
2009,SF,8.7,21.1,15.1
2009,PF,12.3,5.9,22
2009,PG,5.5,16.2,16.8
2009,PG,5.9,33.4,16.3
2009,SG,6.4,13.1,12.9
2009,PG,8.6,27.5,25.8
2009,PF,13.1,10.9,26.5
2009,SG,5.6,16.6,16.7
2009,PF,14.2,8.3,20
2009,C,15,7.6,21.3
2009,C,15.6,8,22.2
2009,C,13.6,6.7,19.2
2009,SG,6.3,9.1,18.8
2009,PG,4.6,47.8,24.7
2009,SG,5.2,21.6,27.7
2009,PG,5.9,20.1,23.4
2009,SF,10.7,6.3,18.2
2009,PF,21.2,3.2,18.6
2009,SF,5,7.4,15.6
2009,PF,12.4,4.9,19
2009,SF,16.4,4.2,18.4
2009,SF,11.9,9.4,18.1
2009,SG,4.8,9,23.1
2009,PF,8.8,5.8,20.5
2008,SG,8.4,8.1,15.2
2008,PG,6.4,17.2,23.2
2008,PF,12.8,8.8,25.3
2008,PF,10.4,6.8,16.1
2008,PF,9.7,6.8,17.9
2008,PF,11.8,6.7,11.8
2008,SG,6.1,14.6,21.6
2008,SG,7.3,13.1,19.6
2008,PG,5.8,25.2,20.7
2008,SG,7.5,17.8,19.3
2008,SF,11,16.1,30.2
2008,PF,11.2,0.9,9.4
2008,PG,7,27.4,31.1
2008,SF,11.1,11.8,15.6
2008,SF,10.8,12,15.3
2008,PG,5.1,26.6,17
2008,SF,8.9,16.2,25.5
2008,SG,4.8,18.7,16.4
2008,SG,10,6.1,17.2
2008,SF,12.9,6.5,12.5
2008,PG,4.6,17.7,19.7
2008,PG,3.6,11.3,19.1
2008,PG,5.8,25.5,20.4
2008,SG,5.4,13.5,22.8
2008,PF,9.2,7.4,22.5
2008,PF,12.3,13.5,16.7
2008,C,13.3,5.8,22
2008,SF,5.9,16.1,16.1
2008,C,12.9,6.1,19.8
2008,SF,7.9,8,11.7
2008,SG,6,19.9,16.6
2008,SG,5.9,8.6,14.5
2008,PG,6,30.9,22
2008,PG,7,26.3,23
2008,PG,5.5,32.9,21.5
2008,C,19.1,5.2,14.4
2008,PG,5,34.7,23
2008,PG,4.7,27.1,15.3
2008,PF,14.9,9.2,19.7
2008,C,10.2,4.8,19.8
2008,SG,7,7.1,14.4
2008,C,16.5,12.4,20.2
2008,PF,13.3,6.2,19.6
2008,PF,16.6,5.3,15.4
2008,PF,18.2,14.2,26.6
2008,C,14.2,12.1,27.7
2008,SF,5.6,5.5,9.9
2008,SF,8.9,5.2,9
2008,PG,3.4,26,19
2008,PF,13.5,11.2,25.5
2008,SF,9.4,9.1,15.6
2008,SG,6.4,9.7,17.5
2008,C,9.5,3.3,10.3
2008,SG,8.5,16.1,17.8
2008,C,14.7,9,14.6
2008,C,14.3,7.7,14.6
2008,C,15.7,12.3,14.8
2008,SG,4.7,14.1,29.2
2008,SG,9,23.9,31.4
2008,SG,7.2,10.8,13.5
2008,SF,9.8,21.9,24
2008,SF,6.7,5.9,15.1
2008,C,19.6,9.6,17.5
2008,PG,5.6,42.3,16.8
2008,C,20.3,12.9,13
2008,SF,8.5,5,20
2008,SG,6.4,5.8,16.1
2008,PG,5.5,27.4,13.8
2008,SG,8.9,25.2,25.6
2008,PG,6.2,31.5,25.1
2008,PG,6.2,35,25.2
2008,PG,6.2,19.9,24.9
2008,C,19.5,4.4,14.5
2008,SF,10.6,8.1,19.2
2008,SF,9.6,8.5,15.8
2008,C,8.7,3.1,7.4
2008,C,7.5,4,6.2
2008,C,10.2,1.7,9.2
2008,SG,6.7,21.4,17.5
2008,PF,17.9,7.9,16.2
2008,PG,5.6,25.3,18.8
2008,PF,10,6.8,20.5
2008,PF,10.2,6.9,21
2008,SG,7.4,9.1,19.8
2008,SG,3.7,22,24.6
2008,SG,9.1,11.7,21.8
2008,SG,9.8,10.3,21.6
2008,C,10.2,3.8,23.5
2008,C,18.5,2.5,15.4
2008,C,17.8,5.4,11.2
2008,PG,5.5,24,13.5
2008,SG,7.5,14.1,20.6
2008,PG,6.4,29.7,25.6
2008,C,13.2,4.6,17.4
2008,SF,7.1,16.4,20
2008,SG,11,11.3,19
2008,SF,10.4,13.2,23.6
2008,PF,9.3,19,16.6
2008,PG,5.4,27.9,17.2
2008,PG,4.6,27.7,16.5
2008,C,17.5,4.6,9.6
2008,C,17.5,4.2,9.1
2008,C,17.6,5.3,10.8
2008,PG,6.7,23.3,22.8
2008,PG,6.9,23.1,23.2
2008,PG,4.4,16,19.6
2008,PF,11.9,9.3,14.9
2008,PG,4.4,26.5,13.4
2008,C,19.6,15.7,28.2
2008,SG,7.8,16.1,21.8
2008,SG,6.9,12,28.1
2008,SG,7,15.8,21.7
2008,C,14.2,4.6,17
2008,C,14.9,4.8,16.9
2008,C,12.7,4.2,17.2
2008,SG,7.3,7.5,16.5
2008,SG,5.2,17.2,15.9
2008,SG,7.4,6.9,16.6
2008,PF,19.3,5,13.6
2008,PG,6,20.5,20.2
2008,PG,4.6,32.4,20.8
2008,SG,6.8,8.6,18.5
2008,PG,4.2,15.9,18.6
2008,PG,4.9,44.4,26.8
2008,C,19.3,10.1,11.5
2008,PG,5.9,20.9,20.4
2008,SG,5,8.3,17.2
2008,PG,6.5,22.7,18.6
2008,C,15.5,7.4,19.6
2008,SF,7.4,10.2,20.7
2008,PF,16.8,19.9,25.5
2008,C,13.1,15.2,22.1
2008,C,13.4,14,22.7
2008,C,12.8,17,21.2
2008,SF,9.3,9.3,25
2008,SF,9.6,6.3,14
2008,PG,4.3,13.1,15.1
2008,SG,9.1,26.4,28.7
2008,SG,6.7,11,19.7
2008,SG,6.8,8.4,19.8
2008,SG,6.5,11.7,19.2
2008,PF,11.3,9.6,19.5
2008,PF,15.8,6.5,20.3
2008,PF,15.4,5.4,19.7
2008,PF,16.9,9.7,21.9
2008,SG,5.4,16.9,26
2008,SF,9.2,9.6,23.2
2008,SF,10.2,12.5,25.1
2008,SF,10,12.6,24.9
2008,SF,9.2,8.2,19.4
2008,SG,5.5,13.2,23.9
2008,SG,5.8,22.3,24.5
2008,SF,6.5,16.8,11.2
2008,SF,10.7,9,21.5
2008,C,10.7,8.9,21.1
2008,C,9.1,3,16.7
2008,PG,5,31.1,22.6
2008,PG,4.4,28.6,22.3
2008,PG,5.7,34.7,23
2008,PF,14.7,6.5,16.7
2008,SG,6.2,7.9,9.7
2008,SG,5.5,8.2,9.6
2008,C,14.6,7.7,19.2
2008,PF,15.3,8.4,8.5
2008,SF,8.3,8.1,21.1
2008,C,15.2,5.2,17.3
2008,SG,5.5,16.4,19.3
2008,PF,17.7,7.8,18.1
2008,SF,9,13.1,18
2008,PG,5.8,30.9,18.9
2008,C,18,7.9,16
2008,PF,11,11.9,12.6
2008,PG,6.7,16.9,19.6
2008,C,21.7,6.1,24.2
2008,SF,11.2,10.6,25.9
2008,SG,6.5,15.1,22.2
2008,PG,6.7,13.1,22.4
2008,SG,6.1,17.9,22
2008,PF,16.6,4.9,22.1
2008,SF,8.2,20.3,23.8
2008,C,17.5,8.5,22.9
2008,SG,3.8,27.4,26.7
2008,PG,4.8,16.9,15.8
2008,SG,6.2,22.7,19.3
2008,PG,7.5,15.9,20
2008,SG,7.2,12.8,18.2
2008,PG,8,21.7,23.1
2008,SF,8.7,12.6,20.6
2008,SF,6,15.2,23.1
2008,SF,11.1,37.3,33.5
2008,PG,5.5,13.4,22.1
2008,PG,5.5,16.4,23.3
2008,PF,15.4,7.2,25.9
2008,SG,5.9,21,15
2008,C,18.1,7.5,27.5
2008,SF,6.2,15,26.1
2008,SF,10.4,7.5,12.7
2008,PF,12.3,5.3,18.4
2008,PF,10.3,4,17.6
2008,PF,18.4,5.9,14.1
2008,PG,5.2,26.3,13.5
2008,PG,5.1,27.9,13.4
2008,PG,5.6,21.9,13.8
2008,SG,6.4,25.5,25.6
2008,SF,11,12,14.7
2008,SF,10.1,5.9,14.8
2008,SG,3.1,15.1,14
2008,SG,8.3,10.8,10.9
2008,SG,5.5,14.7,14.4
2008,SF,7.4,4.3,14.8
2008,C,19.7,9.3,21.7
2008,SF,4.6,6.7,17.7
2008,PG,12,44,17.9
2008,PG,12.6,45.5,18.9
2008,PG,10.7,41.1,16.1
2008,SF,9.3,18.2,16.1
2008,SF,9.5,7.5,18.9
2008,PG,4.9,31.1,12.2
2008,PF,6,8.8,18.3
2008,PF,6.6,7.9,18.5
2008,SG,5.6,9.3,18.2
2008,C,14.3,5.8,20.9
2008,PF,16.4,5.2,18.8
2008,SF,10.5,1.6,15.6
2008,PF,10.5,1.6,15.6
2008,PG,3.8,20.4,16.5
2008,PF,17.5,6.7,15.6
2008,PF,8.2,10.5,20.7
2008,PG,6.7,21.8,18.6
2008,PG,4.3,16.8,18.2
2008,PG,4.2,17.5,18.5
2008,SF,9.1,14.3,27.6
2008,PG,4.2,23.1,20.3
2008,PF,16,9.4,18.5
2008,PF,15.3,8.4,17.6
2008,PF,17.8,12.1,20.8
2008,PF,12.4,4.4,16
2008,PF,11,4.9,15.7
2008,PF,13.6,4,16.2
2008,PF,11.6,6.3,17.4
2008,SG,7.3,10.1,26.2
2008,SF,8.8,11.3,16.8
2008,PG,4.5,13.2,18.9
2008,C,14.6,4.2,17
2008,SG,5.9,14.1,26.4
2008,PF,17.4,6.2,15.3
2008,SG,7.8,29.6,30.4
2008,PG,3.9,23.4,11
2008,C,15.4,6.6,19.6
2008,C,14.3,5.4,17.5
2008,PG,6.4,32,22.6
2008,C,16,16.6,18.3
2008,SG,10.6,16,19.8
2008,PF,16.5,7,18.1
2008,C,16.4,11.5,27.1
2008,SG,5.9,13.1,18.5
2008,C,17.3,7.6,19.5
2008,C,17,8.1,19.9
2008,SF,13.2,6.2,14.4
2008,PF,12.2,5.4,12.7
2008,C,14.3,3.1,18.7
2008,PF,14,12.3,18.4
2008,PG,5.4,27.5,25.3
2008,PG,6.2,31,25.3
2008,PG,4.8,25.3,25.3
2008,C,18.1,1.2,8.6
2008,PF,9.1,9.3,21.5
2008,PF,11,7.8,11.9
2008,PG,5.7,47.3,22
2008,SG,5.6,13.3,20.2
2008,PG,7.1,31.1,19
2008,C,13.6,8.9,17.4
2008,SG,10.2,4,14.2
2008,SG,10,3.4,14
2008,C,15.3,8.6,15.6
2008,SF,9.5,8.3,24.5
2008,PF,13.8,17.8,28.8
2008,C,15.4,9.1,10.9
2008,PF,15.6,13.8,16.5
2008,C,18.5,4.5,20
2008,C,14.2,9,19.6
2008,C,12.8,12.9,24.8
2008,C,18.4,9.1,23.5
2008,C,16.4,9.4,25.3
2008,C,20.8,8.8,21.3
2008,PF,10.1,8.9,26
2008,PG,6.5,17.6,16.1
2008,C,15.3,6,18.3
2008,SG,5.1,20.4,24.2
2008,SG,7.5,10.8,17.4
2008,PG,5,23.6,18.9
2008,PG,6.2,13.3,16.5
2008,PG,4.5,28.3,19.9
2008,PG,5.6,34.1,28.2
2008,SF,11.3,8.8,18.6
2008,PG,6.2,52.2,25.7
2008,SG,6.1,11.2,18.8
2008,C,14.8,6.8,13.5
2008,SG,6.7,5.5,15.4
2008,C,15.4,3.8,18.2
2008,SF,8.5,21.8,24.8
2008,SF,9.8,5.1,15.3
