season,pos,trb_percent,ast_percent,usg_percent
2025,C,15.5,6.2,14.9
2025,C,21.9,10.9,13.6
2025,C,15.5,20,23.5
2025,SG,7.5,7.9,14.6
2025,PF,13.3,15.2,18.5
2025,SG,7.1,15,16
2025,SG,7,12.5,17.6
2025,C,18.8,9.5,15.9
2025,PG,5.4,27.3,19.8
2025,PF,11.2,20.7,15.9
2025,PF,10.9,21.2,15.7
2025,SF,11.5,20.1,16.1
2025,PF,19,36,35.2
2025,PG,9.5,25.5,24.6
2025,PF,7.6,8.5,19.7
2025,SF,13.1,19.9,23.2
2025,C,18.2,8.5,19.4
2025,SF,15.7,5.5,13.8
2025,PG,8.2,43.8,35.9
2025,PG,8,18.9,15.9
2025,C,19.7,6,15.2
2025,C,19.3,6.3,16.5
2025,C,22.1,4.2,7.5
2025,PF,12.5,26,33.6
2025,SG,10,23.6,23.3
2025,PG,6.5,21.5,24.1
2025,PF,7.4,8.6,15.7
2025,PF,12.6,27.7,27
2025,SF,10.5,27.3,28.7
2025,SF,8.1,7.1,15.3
2025,PF,9,7.8,9
2025,SG,7.2,22.2,19.3
2025,SG,5.8,17.6,22.1
2025,SG,5.2,8.9,22.5
2025,PG,4.7,19.1,12.8
2025,PG,4.6,18.9,12.8
2025,C,18.6,14.8,14.3
2025,C,16,7.9,12.3
2025,PG,7,19.4,19.6
2025,SG,6.6,15.2,18.7
2025,SG,6,10.8,18.9
2025,SG,7,18.7,18.6
2025,PF,13,7.7,21.1
2025,C,15.3,4.4,14.3
2025,SG,6.1,30.6,29.3
2025,SG,7.3,13.7,20
2025,PF,13.9,5.9,21.2
2025,PG,4.4,20.8,16
2025,SG,8.4,10.1,15.8
2025,SF,4.9,14.4,19.6
2025,PF,12.6,21.7,28
2025,SF,8.8,4.1,16.3
2025,PG,8.4,27.4,23.7
2025,SF,6.1,7.4,17.7
2025,SF,9.4,5.7,17.1
2025,PG,9.6,12.8,17.2
2025,PG,10.3,11.3,19.3
2025,PG,9.1,13.8,15.9
2025,SF,9.3,21.4,28.9
2025,C,23.1,4.7,21.6
2025,PG,4.7,32.3,29.5
2025,C,14.5,7.6,17.1
2025,C,14.4,8,17.6
2025,SG,9.3,18.2,20.8
2025,SG,7.9,9.1,16.5
2025,SG,5.8,33.8,23.6
2025,SG,5.7,31.2,22.2
2025,SF,9.2,25.5,20.8
2025,PF,9.4,24.2,21.1
2025,SF,9.1,26.5,20.6
2025,SF,9.6,7.2,18.7
2025,SF,9.1,6.2,17
2025,SG,4.3,8.7,12.4
2025,PF,9.6,9.6,14.4
2025,C,21.8,7.4,16.7
2025,PG,7.2,21.2,15.8
2025,C,16,11.5,16
2025,SG,8.2,16.6,15.2
2025,C,15.4,8.9,13.4
2025,C,14.1,8.3,13.5
2025,C,21.4,14.6,12.9
2025,PG,7.4,22.8,26
2025,SF,13.6,6.8,15.6
2025,SF,8.8,7.9,17.2
2025,SG,6.7,9.2,15.2
2025,SG,6,7.7,13.9
2025,SG,7.6,11,16.8
2025,SF,9.9,19.4,15.5
2025,PF,14.3,7.4,15.3
2025,SG,5.6,6.7,12
2025,SG,6.6,22.9,27.8
2025,C,15.5,13.7,16.8
2025,C,21.6,8.3,14.2
2025,PF,9.9,5.9,19
2025,SG,5.2,6.1,15.3
2025,PG,6.9,34.3,18.9
2025,PF,14.4,10.8,24.2
2025,PF,15.6,15.6,17.1
2025,PF,17.8,14.6,17.1
2025,PG,5.7,24.5,14.4
2025,SG,9.8,15.8,15.6
2025,SF,7.8,14.9,17.9
2025,SF,9.7,11.4,20.3
2025,SF,12.5,7.2,14.1
2025,SF,11.6,6.3,17.3
2025,PG,9.6,43,33.2
2025,SG,5.7,8.8,15.7
2025,PG,7.4,31.3,29.8
2025,SG,9.6,17.9,18.2
2025,SF,8.6,10.3,15.2
2025,PF,19.4,18.3,30.4
2025,C,19.5,17.1,30.2
2025,PF,18.6,24.7,31.2
2025,SF,6,18.7,25
2025,C,18.8,6.8,13.4
2025,SG,6.5,8.9,21
2025,PG,5.3,22.1,17.9
2025,SG,7.9,20.2,19.4
2025,PG,12.8,36.1,33.9
2025,PG,12.7,36.7,33.1
2025,PG,12.9,35.6,34.5
2025,SF,7.6,6.9,13.6
2025,SG,6.1,20.2,16.6
2025,PG,5.5,19.6,18.6
2025,C,23.4,6.8,19.1
2025,PG,8,15.6,12.7
2025,SF,10.6,5.7,16.7
2025,PF,9.2,19.6,28.7
2025,C,22,14.7,16.4
2025,PF,13.6,8.5,19.4
2025,C,20.5,6.1,16.4
2025,SG,8.7,20.9,31.4
2025,SF,7.3,8.9,16.9
2025,SF,10.3,9.1,11.1
2025,SG,6.1,8,12.7
2025,C,15.3,25.6,34.2
2025,PG,3.4,11.9,18.6
2025,C,16.5,10.6,15.1
2025,C,15.9,11.7,14.8
2025,SF,10.2,12.9,19.1
2025,PG,4.8,21.5,19.6
2025,C,15.6,13.9,18.7
2025,PF,7.7,6.9,12.3
2025,PF,8.9,8.2,14.2
2025,PF,7.1,6.3,11.5
2025,SF,9.6,6.9,15.8
2025,PG,7.4,27.2,28.3
2025,PG,7.6,26,29.1
2025,PG,6.8,30.8,26
2025,C,17.2,10.2,19.5
2025,PG,5,32.2,27.2
2025,SG,4,25.1,18.7
2025,PG,6.5,26.9,24.3
2025,SG,8.2,13.3,15.9
2025,PF,9.3,20.9,23.5
2025,PG,14,32.9,21.7
2025,PG,7.8,31.3,34.8
2025,PG,9.4,24,17.7
2025,C,18.2,7.5,13
2025,PG,11.6,10.5,14.1
2025,PF,9.4,15,19
2025,SG,3.4,12,14.4
2025,PF,5.8,9.5,19.4
2025,SG,5.7,8.5,12.6
2025,PF,11.2,26.2,15.9
2025,SG,9.4,5.9,11.8
2025,SG,8.8,5.5,10.9
2025,SG,7.4,16,27.3
2025,PF,7.8,7,14.7
2025,SG,4.9,8.2,11.8
2025,SG,8.9,17.7,22.8
2025,SG,9.1,13.2,18.5
2025,SG,8.7,22.7,27.5
2025,PF,14.3,6.6,15.7
2025,PF,8.9,6.4,15.8
2025,PG,5.9,38.9,21.6
2025,SG,4.7,7.6,15.5
2025,PG,9.3,36.8,29.6
2025,SG,5.3,13.2,25.3
2025,SG,8.2,7.7,12.3
2025,SF,22.8,14.3,22
2025,SG,5.2,5.8,9.5
2025,PF,10.4,9.8,17.6
2025,C,20.6,18.3,16.7
2025,SG,14.6,20.7,15.3
2025,PF,7.9,5.8,14.3
2025,SG,6.5,7.3,21
2025,C,13.9,7.5,12.4
2025,PG,6.3,28.6,15.5
2025,PG,6.1,28.1,22.5
2025,PF,10.8,3.4,12.1
2025,SG,8.1,26.2,28
2025,SG,7.6,10.7,20.5
2025,SF,7.7,8.4,11.3
2025,PG,5.2,14.3,16.8
2025,PG,7.6,17.3,15.8
2025,SF,9.5,8.9,18.1
2025,PF,17.2,12.1,14.7
2025,C,15.7,9.7,22
2025,SG,4.9,16.7,17.3
2025,SG,4.9,17,17.7
2025,C,12.1,10.4,13.8
2025,SG,7.2,16.1,21.6
2025,SF,5.5,6.4,11.7
2025,SG,6.7,12.6,17.5
2025,SG,7.5,11,17.2
2025,SG,5.7,14.4,17.8
2025,SF,8.1,7.5,22.8
2025,SF,7.5,7.8,24.2
2025,SF,9.1,7.1,20.5
2025,PF,11.9,9.1,10.5
2025,SF,9.1,26.8,30.2
2025,SG,7.2,20.5,27.4
2025,PF,16.5,5.5,16.2
2025,SG,7.6,19.7,26
2025,SG,10.1,10.9,11.9
2025,PF,10.6,8.2,21.7
2025,C,18.6,8.1,17.6
2025,C,10,10.1,28.1
2025,PG,6.4,18.6,17.7
2025,PG,6.2,17.1,17.5
2025,C,17.3,16.1,17.1
2025,SF,12.6,40.3,30.1
2025,SF,11.7,17.9,20.2
2025,SG,6.7,7.2,13.5
2025,SG,6.7,24.5,23.6
2025,SG,6.6,9.7,17.2
2025,SG,4.8,17.1,17.4
2025,SG,4.5,16.7,17
2025,PF,7.8,18.5,22.9
2025,SF,15.3,20.5,22.5
2025,SF,10.8,10.2,21.6
2025,SG,8.8,14.6,21.7
2025,C,19.1,44.1,29.5
2025,SG,9,12,13.7
2025,SG,8.6,13.8,14.7
2025,SF,8,4.6,16.5
2025,SF,6.5,13.8,14.6
2025,C,16.5,9,14.8
2025,PG,6.8,28.6,14.1
2025,PG,6.9,30.1,12.2
2025,PG,6.7,27.1,16
2025,PG,5,27.7,16.2
2025,C,22.6,9.5,12.8
2025,PG,6.9,17,12.8
2025,PF,8.6,16.6,18.3
2025,SG,7.8,7.9,17.6
2025,C,16.5,6.6,9.8
2025,SG,6.6,18.5,14.5
2025,C,21.9,8.3,13.7
2025,SF,5.9,9.7,17.5
2025,PF,8.1,8.3,8.7
2025,SF,8.1,6.5,18.5
2025,SG,14.3,8.8,8
2025,C,15.5,11.9,11.4
2025,PG,7.4,16.5,12.9
2025,PF,10.2,14.6,27.4
2025,PF,10.2,12.1,24
2025,PF,10.8,14.7,27.1
2025,PF,9.6,9.9,21.4
2025,PF,10.3,14.6,14.4
2025,PF,11.1,16.7,14.5
2025,PF,8.2,8.8,14.2
2025,SG,6.5,11.6,14.4
2025,SF,6.5,18.3,25.3
2025,SF,7.4,20.5,26.6
2025,SG,5.4,15.6,23.7
2025,SG,9.5,9.1,20
2025,C,14.3,8.5,11.8
2025,SF,10.5,16.4,27.7
2025,SG,6.9,18.1,19.4
2025,SF,6.4,20,18.1
2025,SG,7.6,15.7,21.2
2025,SF,10.1,9,17.4
2025,PG,7.1,29.7,27.8
2025,C,17.7,14.3,13.6
2025,C,21.8,14.3,13.3
2025,C,8.6,7.8,15.8
2025,PG,5.8,19.2,10.1
2025,PF,13.1,7.9,14.3
2025,SG,7.8,11.7,14.7
2025,SG,8.3,10.9,14
2025,SG,7.4,12.5,15.4
2025,PG,6.3,21.2,26
2025,PF,10.1,7.5,24
2025,SF,9.3,15.8,20
2025,SF,8.2,10.7,14.4
2025,SF,8.2,10.2,14.2
2025,SF,8.1,12.3,14.9
2025,SF,10.3,13,14.7
2025,SF,9.7,13.6,14.6
2025,SF,13,10.3,15.3
2025,SF,9.6,10.3,15.9
2025,SF,9.8,10.5,15.9
2025,PF,7.6,7.4,11.5
2025,PF,8.5,5.7,11.2
2025,SF,6.6,9.3,11.8
2025,SG,9.5,14.6,18.8
2025,SG,5.7,9.3,15.9
2025,SF,9.9,8.8,22.8
2025,PF,14.2,8.6,15.9
2025,PG,5,28,29.8
2025,PG,5.8,15.6,16.8
2025,SG,5.4,16.7,24.7
2025,PG,6.2,20.6,27.2
2025,PG,7.6,37,23.4
2025,PF,10,9,16.3
2025,SG,8.9,21.1,23.5
2025,SG,6.1,9.6,14.3
2025,PG,6,24.3,19.9
2025,PG,6.1,24.8,20.3
2025,SF,8.7,26.8,22
2025,SF,8.7,28.5,22
2025,SF,8.7,23.9,22
2025,SF,7.6,18.3,27.7
2025,PG,4.4,11,15.1
2025,SG,7,18.3,16.7
2025,SG,5.9,20.6,17
2025,C,16.6,7.2,14.3
2025,SG,6.1,13.8,16.2
2025,PG,4.5,24.2,13.6
2025,PG,4.2,24.6,13.1
2025,PG,4.8,23.8,14.2
2025,SG,7.8,23.9,30.9
2025,PF,16.5,15.1,23.2
2025,PF,13.3,41.8,20.2
2025,PF,13,15.3,15
2025,SG,6.7,25.7,24.6
2025,SG,6.2,8.3,17.4
2025,SG,10.3,11.6,13.8
2025,SG,9.7,10.2,14.8
2025,PG,7.1,36,32.2
2025,PF,6.8,19,19
2025,PG,6.5,18.1,18.1
2025,SF,7.8,15.9,23.7
2025,PG,10.7,34.6,27.3
2025,PG,5.9,23.2,24
2025,PF,10.9,5.6,15
2025,SF,9.5,9,13.9
2025,SF,6.4,14.7,20.3
2025,PF,12.2,11.3,15.7
2025,SG,6.4,22.5,16.3
2025,SF,8.8,6.6,17.4
2025,C,21.9,5.7,13.9
2025,PF,8.7,8.8,17.9
2025,PF,9.7,8.3,16.5
2025,PF,7.1,9.6,20.3
2025,SG,6.4,15.6,21.6
2025,C,20.5,16.8,20.6
2025,C,21.6,10.9,18.7
2025,C,19.1,24.2,23
2025,PF,13.5,10.5,9.8
2025,PF,14.2,10.6,9.5
2025,PF,8.7,9.5,11.9
2025,SG,9.9,7.9,19.5
2025,SG,11.4,5.8,18.1
2025,SG,8,10.6,21.2
2025,C,17.5,11.4,17.3
2025,SG,6.7,8,12.5
2025,C,12.4,20.5,18.5
2025,C,12.5,20.7,18.8
2025,C,12.4,20.4,18.2
2025,SF,10.6,12.3,15.5
2025,SF,10,7.9,18.9
2025,PG,6.9,34.8,14
2025,PG,5.5,25.5,20.8
2025,PG,8.3,43.3,15.2
2025,PG,9.2,50.3,17
2025,PG,5.6,21.1,9.7
2025,SG,10.7,13.5,16.1
2025,SF,7.9,4.4,12.9
2025,SG,5.9,19.5,13.2
2025,PG,8.1,27.1,19.3
2025,SG,8.4,4.1,17
2025,C,19.5,13.6,10.8
2025,SG,10.2,18.7,18.3
2025,C,17.4,14.5,18.7
2025,SG,5.3,25.6,29
2025,SG,10.4,25.9,25.4
2025,SG,10.3,24.5,25.9
2025,SG,10.7,28,24.8
2025,SF,11.4,8.7,20.2
2025,PF,18,12.9,24.1
2025,C,12.8,11.4,25.9
2025,PF,11.6,12.2,19.6
2025,C,12.5,5.8,10.3
2025,SG,5.5,10.2,26.1
2025,SF,7.2,9.4,12.5
2025,PG,7.3,18.1,19
2025,SG,7.2,13.3,18.1
2025,C,14.9,7.4,13.7
2025,PG,6.8,31.5,25.1
2025,SG,5.7,19.4,22.6
2025,SG,4.9,20.4,21.7
2025,PF,12.1,22.5,25
2025,SG,7.3,24.9,23.7
2025,SF,6.3,4.8,8.8
2025,PF,12.3,2.6,13.2
2025,PF,12.2,2.7,13.1
2025,SG,5.1,8.8,18.8
2025,C,12.1,12.6,21.5
2025,SG,9.9,10.5,19.7
2025,SG,9.5,9.6,19
2025,SG,4.4,10.5,14.1
2025,C,20.4,5.9,17.3
2025,C,19.1,9.8,17.9
2025,C,21.1,3.8,17
2025,SF,8,7.1,20.9
2025,SF,5.2,14.7,19.2
2025,PF,13.7,9.9,14.4
2025,C,20,5.9,11.1
2025,C,15.4,14,18.5
2025,C,15.5,13.5,18.6
2025,PF,11.2,11.5,16
2025,PF,11.1,11.2,14.6
2025,PG,7.2,17.8,18.4
2025,PG,7.9,14.8,20.4
2025,PG,6.2,31.2,24
2025,PG,5.9,26.2,22.1
2025,PG,6.5,36.6,25.9
2025,C,22.4,26,21.6
2025,PF,12,8.5,15.2
2025,PF,12.1,14.2,13.2
2025,C,13.1,13.1,15.6
2025,C,12.5,13.9,23.5
2025,PG,4.7,22.9,19.4
2025,SG,9.2,11.3,14.5
2025,PG,5.2,28.7,21.6
2025,PG,5,33.4,23.8
2025,SG,4.8,24,21.2
2025,PG,5.8,27.8,19.6
2025,C,17.5,24.1,26.2
2025,SF,7.9,12,21.5
2025,SG,5.2,25.1,27
2025,SG,4.6,4.7,14.8
2025,C,20.7,16.8,19.9
2025,SG,7.8,14.2,25.1
2025,PG,4.2,29.8,18.6
2025,SG,8,8.6,11.3
2025,PG,6.4,15.2,17.8
2025,PF,11.8,15.7,24.2
2025,PG,12.2,37,13.2
2025,PG,11.8,41.6,14.3
2025,PG,13.2,24.3,10.4
2025,SG,4.5,23.3,24.6
2025,PG,6.9,19.8,19.1
2025,SG,2.9,15.6,16.2
2025,C,17.6,6.6,7.7
2025,PG,5.6,21.7,20.6
2025,PG,5.7,22.2,20
2025,PG,5.4,20.9,21.5
2025,SG,7.4,12,13.8
2025,C,19.5,9.7,21
2025,PF,12.4,4.7,16.4
2025,SG,5,16.7,20.8
2025,PF,20.1,0,23.6
2025,PF,13.8,13.7,19
2025,PG,8.2,14,14.1
2025,C,15.4,11.3,12.4
2025,SG,5.6,7.6,17.8
2025,SF,9.2,15.6,14.7
2025,PG,8.1,21.6,27.5
2025,SF,8.6,2.3,16.7
2025,SF,8.6,1.8,16.7
2025,PF,12.9,27,31.2
2025,SG,6.6,12.7,14.9
2025,C,14.2,13,11.6
2025,SG,6,22.9,32.6
2025,SF,13.5,16.9,17.5
2025,SF,12.6,14.4,19.1
2025,SF,6.8,10.7,21.8
2025,PF,10.1,3.3,13.1
2025,PF,10.5,3.3,10.8
2025,SG,9,12.7,14.4
2025,PF,14.5,13.1,21.3
2025,PF,18.1,4.4,26.1
2025,SF,8.1,10.9,19.8
2025,PF,11.5,11.9,20.1
2025,C,21,13.8,27.4
2025,SG,4.8,6.4,17.1
2025,C,25.8,5.3,15.3
2025,SF,7.9,0,6
2025,C,12.1,7.1,20.7
2025,C,22,17.6,22.8
2025,C,21.4,18.8,23.8
2025,C,23.1,15.3,20.9
2025,PF,17.6,9.4,12.5
2025,PG,5.6,21.2,17.7
2025,SG,6.9,13.8,22.1
2025,PG,3.4,8.7,13.5
2025,C,16.9,17.1,22.4
2025,C,13.2,13,25.7
2025,PF,10.8,7.3,10.4
2025,SF,9.7,26.6,31
2025,C,15,13.7,26.8
2025,SF,15.3,7.2,16.3
2025,PF,10.8,12.2,17.1
2025,SG,7.5,16.5,22.8
2025,SG,6.5,11.5,12.8
2025,PG,5.5,21,16.4
2025,SG,7.8,10.2,18.2
2025,C,18.4,6.5,17.2
2025,PF,13.1,10.1,20.4
2025,SG,7.6,9.1,14.8
2025,SG,7.9,8.8,14.6
2025,PF,9.9,21,23.3
2025,SF,7.7,7,13.9
2025,SG,6.9,8.4,15.9
2025,C,17.7,18.3,30.4
2025,PG,9.7,28.8,23.8
2025,SG,5.8,19.5,24.4
2025,SF,6.7,7.8,20.1
2025,SG,7.2,20.2,19.8
2025,SF,9.7,8.9,23.9
2025,SG,9.1,10.6,20.3
2025,SF,7.9,13.5,24.5
2025,SF,8.2,12.2,23.5
2025,SF,7.3,16.5,26.7
2025,PG,6.5,23.2,22.6
2025,SG,5.7,7.4,12.5
2025,PF,9.1,11.3,14.8
2025,SG,8.8,23.4,27.5
2025,PF,17.9,19,14.6
2025,PF,11.4,11,15.4
2025,C,20.3,16.5,21.4
2025,PF,7.9,10.3,16.9
2025,C,18.2,8.6,12.2
2025,SG,10.4,13.8,17
2025,PF,13.6,36.6,34.7
2025,SF,10.6,8.5,18.2
2025,PF,7.5,10.8,16.6
2025,SG,6.4,16.5,22.1
2025,PG,5.7,15,11.3
2025,PG,6.2,14.5,11.2
2025,PG,5,15.9,11.5
2025,C,11.8,11.6,16.3
2025,PG,4.7,46.4,29.6
2025,C,21.8,12.8,19.5
2024,PF,16.7,8.4,15.9
2024,C,17.1,14.5,21.2
2024,PF,16.6,6.2,14
2024,C,17.3,18.9,24.9
2024,SG,7.2,6.6,13.4
2024,SG,6.9,6.1,12.2
2024,SG,7.8,7.4,15.4
2024,PF,11.9,13.3,17.9
2024,SG,4.9,14.5,14.8
2024,SG,6.6,12.1,14.5
2024,C,18.7,13.2,19.4
2024,SF,7.4,5.4,8.9
2024,PG,6.9,15.3,17.3
2024,PF,8.7,25,14.5
2024,PF,17.9,32.7,33
2024,PG,10.1,19.8,23.7
2024,SF,6.8,9,17.6
2024,SF,6.5,11.4,18.2
2024,SF,7.1,6.2,16.8
2024,SF,12.8,17.8,20.2
2024,C,19.1,8.8,21.1
2024,C,16.1,8.1,21
2024,C,13.8,9,21.1
2024,C,18,7.3,20.9
2024,SF,13.3,7.6,15.9
2024,PG,8.9,43.1,34.3
2024,C,17.8,7.6,15.1
2024,PF,11.6,25.2,29.7
2024,SG,7,29.2,28.5
2024,PG,9.5,19.4,25.7
2024,PG,9.1,20.5,27.2
2024,PF,14.5,11.7,14.1
2024,PF,5.9,5.6,15.7
2024,SG,13,26.2,24.8
2024,SG,9.5,16.7,26.5
2024,SG,8.1,12.8,27.6
2024,SG,10.5,19.5,25.7
2024,SF,9.3,7.4,13
2024,SF,9.6,7.4,13
2024,PF,9,10.7,8.6
2024,PF,7.3,11.2,7.3
2024,PF,9,10.6,8.7
2024,PF,10.1,6,11.9
2024,PF,10.5,4.7,12.2
2024,SG,7.4,22.5,22.7
2024,SG,6.8,6.1,14.6
2024,SF,8.9,6.7,14.6
2024,PF,5.1,7.2,17.4
2024,PF,4.9,6.5,17.7
2024,PG,9,19,14.3
2024,PG,8.7,21,14.9
2024,PG,9.5,15.8,13.2
2024,SF,10.9,6,17
2024,C,17.5,11.7,13.3
2024,C,14.5,9.5,10.7
2024,C,14.5,10.1,10.6
2024,PG,7,10.6,12.7
2024,SG,6.2,14.9,22.3
2024,PF,5.7,10.3,24.6
2024,PF,5.7,12.2,24.7
2024,SF,5.8,7.1,24.3
2024,C,15.2,4.9,11.1
2024,PG,7.1,31.2,29.8
2024,PF,16.1,4.5,17.3
2024,PG,12.8,10.7,8.9
2024,PG,5,14,19.8
2024,SG,10.2,10.2,15.7
2024,SF,7.1,16.3,24.3
2024,SF,11,14.6,24.7
2024,PG,7.4,30.9,23
2024,SF,5.9,7.5,17.6
2024,SG,8.5,13.2,16.5
2024,SG,8.9,12.3,16.7
2024,PG,8.1,14.3,16.4
2024,SF,8.9,16.6,28.9
2024,SF,9.8,9.7,14.3
2024,SF,9.6,7.8,12.9
2024,PG,5.7,33.5,32.5
2024,SG,6.9,10.7,24.4
2024,SG,6.8,11.2,23.5
2024,SG,7.2,9.2,26.9
2024,SG,5.5,30.9,19.9
2024,PF,8.8,23.1,24
2024,SG,4.2,9.5,12.9
2024,PF,11,7.2,13.8
2024,C,22.4,6.9,17.3
2024,PG,3.3,12.9,17.7
2024,C,15.9,9.9,17.2
2024,SG,7.5,16.4,14.7
2024,SF,12.1,10.7,17
2024,SF,7.6,9.3,14.4
2024,SG,8.4,8,13.6
2024,PF,13.1,12.2,20.8
2024,SG,6.2,24.6,26.1
2024,C,18.2,10.4,15.6
2024,PF,12,6.9,14.2
2024,SF,5.7,6.8,12.5
2024,PF,16.7,6.1,20.4
2024,C,13.1,18.9,22.7
2024,PG,5.6,28.4,16
2024,SF,7.8,12,10.9
2024,SF,8,8.2,14.2
2024,PF,11,6.3,10.7
2024,PF,6.5,12.1,6.3
2024,SF,11.7,5.3,11.4
2024,SF,11.6,7.3,12.5
2024,PF,7.6,7.2,11.5
2024,PG,7.2,37.5,30.8
2024,SG,6.1,9.7,16.8
2024,SG,6.2,8.4,15.9
2024,SG,5.7,13.2,19.3
2024,PG,7.4,24.7,31.3
2024,PG,9.7,15.4,12.6
2024,C,19.8,15.5,26.7
2024,SG,6.3,6.6,12.2
2024,SF,6.4,21.8,25.8
2024,SG,5.7,7.4,17.4
2024,PG,5.2,22.7,16.6
2024,PG,5.9,27.5,18.6
2024,PG,3.9,12.2,12.2
2024,SG,7.1,13.7,21.3
2024,PG,13.5,44.3,36
2024,SF,7,6.3,15.4
2024,SG,5.5,15.6,17.2
2024,C,29.3,4.1,21.3
2024,SF,8.3,7.8,14.9
2024,SG,10.6,14.6,18.5
2024,PG,8.3,27.1,13.6
2024,PF,10,22.2,29
2024,C,22.2,12.7,18.5
2024,PF,17.1,8.3,19.8
2024,SG,8.8,24.6,32.3
2024,SG,7.1,11.1,12.4
2024,C,18.1,32.4,39.6
2024,C,15.6,7.2,13.2
2024,SF,9.1,5.9,10.6
2024,SF,10.3,10.9,9.3
2024,SF,8.8,4.6,10.9
2024,PG,7.5,19.3,15
2024,C,15.4,9.3,16.7
2024,PF,9,7.6,13.2
2024,PG,7.2,21.1,20.4
2024,PG,7.5,20.3,16.2
2024,PG,7,23.3,26
2024,SF,8.3,8.7,16.5
2024,SF,8.4,8.6,15.4
2024,SF,8.1,8.8,19.2
2024,SG,5.6,11.6,19
2024,SG,5.8,10.2,24.2
2024,SG,5.6,11.7,18.6
2024,PG,7.2,25.2,31
2024,PG,9.6,13.4,17.5
2024,SF,6.3,0,16.5
2024,PG,8.9,19.7,18.8
2024,PF,16.9,5.3,17
2024,PF,16.7,9.1,14.7
2024,C,16.2,8,13.9
2024,PF,17.6,11.1,16.4
2024,SF,9.3,11.6,17.2
2024,PF,10.6,10.8,18.3
2024,SF,8.7,18.6,15.9
2024,PG,4.5,29.4,25.3
2024,PG,5.7,23.1,22.8
2024,PF,8.8,16.1,26.6
2024,SG,14.2,26.6,23.1
2024,PG,9.1,29.8,32.8
2024,PG,3.6,27.7,11.1
2024,PG,3.6,28.5,11.4
2024,C,21.5,5.6,15.4
2024,PG,13.3,20.9,19
2024,PG,11.8,18.7,18.2
2024,PG,15,23.4,19.8
2024,PF,11.4,15.2,17.8
2024,SG,3.6,10,16.5
2024,PG,6.2,21,17.8
2024,PF,5.8,13.8,25.7
2024,PF,9.7,25.2,19.5
2024,PF,14.4,28.6,15.3
2024,SF,16.3,3.3,16.7
2024,SG,8.7,17.3,27.4
2024,PF,7.3,7.3,15.5
2024,SG,6.7,11.1,13.1
2024,SG,5.5,8.7,15.8
2024,SG,5.4,7.8,15.3
2024,SG,5.8,15.8,20
2024,PF,16.4,7,15.2
2024,PF,8.9,6.3,18.5
2024,PG,8,23.7,14.6
2024,PG,6.9,44.9,24.6
2024,SF,6.5,9.2,22.6
2024,PG,8.4,33.6,20.6
2024,SG,7.2,15.7,24.9
2024,SG,4.1,9.1,11.7
2024,PF,10.6,13.8,20.7
2024,C,18.5,13.5,12
2024,SF,14,16.3,13.5
2024,SF,8.6,6.2,15
2024,SG,7.1,8.2,19.9
2024,C,13.4,5,12.5
2024,PG,6.6,27.8,15.1
2024,SF,8.1,18.3,18.4
2024,SF,8.2,22.1,21.2
2024,SF,8,11.5,13.4
2024,PG,6.2,29.9,26.5
2024,PF,11.9,5,13.7
2024,SG,8.9,22.4,27.8
2024,SF,7,14.5,19.2
2024,SF,7.1,12.9,18.6
2024,SG,6.8,17.1,20.2
2024,PF,8.7,7.2,12.4
2024,PG,5.2,15.4,16.7
2024,PG,8.9,19.3,16.3
2024,SG,4.6,9.5,10.6
2024,C,17.7,6,14.7
2024,PF,17.5,4.3,14.8
2024,C,15,11.6,21.6
2024,C,12.8,12.3,12
2024,PG,6.6,25.5,24
2024,SF,6.3,7.2,12.2
2024,SF,6.1,4.8,12.5
2024,SG,8,14.4,17.3
2024,SF,7.2,7.3,20.6
2024,PF,7.7,5.1,14.2
2024,PG,5.7,24.5,24.8
2024,SF,7.1,23,11.6
2024,SF,8.6,26.7,27.2
2024,SG,7.8,23.8,28.1
2024,PF,16.7,4.8,16.7
2024,SG,6.6,20.2,24.9
2024,PF,8.7,8,24.2
2024,C,17.5,8.3,17.2
2024,C,9.4,13.1,30.4
2024,PG,4.7,23,21.7
2024,PF,16.3,10.4,16.4
2024,PF,11.5,37.5,29.2
2024,SF,7.6,13.9,18.7
2024,SG,16,25.4,18.3
2024,C,12.8,7.1,13.5
2024,C,12.7,7.1,13.5
2024,SG,6.9,8.9,16.6
2024,PF,8.6,12.9,19.6
2024,SF,14.1,15.4,19.1
2024,SF,10,14.2,21.9
2024,SG,6.3,6.9,22.2
2024,C,19.8,42,29.3
2024,SF,7.7,5.5,14.9
2024,SF,6.5,11.3,14.1
2024,PG,7.3,30.8,15.2
2024,PG,5,34.6,16.3
2024,PF,12.1,14.7,17.1
2024,SG,5.3,8.4,14.5
2024,SG,6.2,20.8,16.7
2024,C,17.7,5.6,12.8
2024,SF,5.8,10.7,19.6
2024,C,9,9.5,9.6
2024,SF,7.5,5.9,16.6
2024,SF,12,13,9.7
2024,C,14.3,8.9,11
2024,PG,5.2,11.6,9.8
2024,PF,9.8,12.5,24.1
2024,PF,10.9,20.7,29.7
2024,C,12.1,11.8,14.8
2024,PF,8.7,11.1,21.1
2024,SG,8.3,16.8,23.8
2024,SF,10.1,16.9,26.5
2024,SG,8,25.7,23.1
2024,PG,6.8,28.8,28.4
2024,C,16,6.4,12.6
2024,PF,5.7,7,12.7
2024,PF,12.1,32.7,21.1
2024,C,18.9,14.1,11.3
